package,repository,revision,path,line,kind,declaration
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C01_Arakelov.lean,24,structure,ArithmeticSurface
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C01_Arakelov.lean,31,def,arakelovSelfIntersection
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C01_Arakelov.lean,35,def,ArakelovPositivity
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C01_Arakelov.lean,40,def,X
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C01_Arakelov.lean,45,def,C_S4_143
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C01_Arakelov.lean,50,lemma,X
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C01_Arakelov.lean,53,lemma,arakelovSelfIntersection_X0_143
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C01_Arakelov.lean,60,lemma,arakelovSelfIntersection_X0_143_pos
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C01_Arakelov.lean,66,theorem,C_S4_143_gt_tau
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C02_Modularity.lean,42,def,Modularity_X0_143_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C03_Positivity.lean,20,theorem,slope_inequality
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C03_Positivity.lean,30,theorem,faltingsHeight_pos
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C03_Positivity.lean,34,theorem,height_lower_bound
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C03_Positivity.lean,40,lemma,slope_le_self_intersection_X0_143
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C04_HeightBound.lean,47,def,VojtaHeightBound_X0_143_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C05_Discriminant.lean,52,def,DiscriminantBound_X0_143_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C06_BostConnes.lean,26,theorem,bost_connes_threshold
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C06_BostConnes.lean,40,theorem,bost_connes_excess
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C07_RHCombinator.lean,38,structure,FullChainOpenDebt
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C07_RHCombinator.lean,62,theorem,C07_FullChain_RH_conditional
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C07_RHCombinator.lean,68,def,C07_ArakelovBridge_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C07_RHCombinator.lean,72,theorem,C07_RH_of_Arakelov
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C08_Positivity.lean,22,theorem,arakelov_positivity_X0_143
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C08_Positivity.lean,31,theorem,P5_conductor_times_genus
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C08_Positivity.lean,34,theorem,P5_HeckeTransfer_14_CLOSED
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C09_GRHDescent.lean,46,def,P5_HeckeTransfer_14_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C09_GRHDescent.lean,55,theorem,C09_RH_of_P5Bridge
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C09_GRHDescent.lean,65,def,GRH_X0_143_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C09_GRHDescent.lean,72,def,LanglandsGL2_X0_143_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C09_GRHDescent.lean,78,def,Langlands_Descent_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C09_GRHDescent.lean,85,def,GRH_to_RH_Descent_143_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C09_GRHDescent.lean,101,theorem,grh_descent_to_RH
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C09_GRHDescent.lean,126,theorem,C13_RH_route_b
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C10_RHMainTheorem.lean,54,theorem,opera_numerorum_route_a
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C10_RHMainTheorem.lean,70,theorem,opera_numerorum_route_b
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C10_RHMainTheorem.lean,82,theorem,opera_numerorum_route_b_descent
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C10_RHMainTheorem.lean,93,theorem,full_arakelov_bricks
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C10_RHMainTheorem.lean,112,structure,FullDescentOpenDebt
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C10_RHMainTheorem.lean,121,theorem,riemann_hypothesis_from_debt
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C10_RHMainTheorem.lean,128,theorem,opera_numerorum_main_theorem
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C11_ArakelovPairing.lean,26,theorem,log_11_gt_one
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C11_ArakelovPairing.lean,33,theorem,log_143_eq_log_11_add_log_13
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C11_ArakelovPairing.lean,53,theorem,arakelovPairing_X0_143_pos
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C14_SpectralGap.lean,39,theorem,sqrt13_lt_4_aux
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C14_SpectralGap.lean,46,theorem,C_S14_143_gt_tau
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C14_SpectralGap.lean,54,theorem,sq_free_143
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C14_SpectralGap.lean,82,def,KimSarnak_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C14_SpectralGap.lean,90,def,BC6SelbergTrace_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C14_SpectralGap.lean,100,theorem,lambda_1_pos_143
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/C14_SpectralGap.lean,112,theorem,bc6_from_spectral_gap
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/GenusFormula.lean,28,theorem,chi_neg4_11
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/GenusFormula.lean,32,theorem,chi_neg4_13
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/GenusFormula.lean,36,theorem,chi_neg3_11
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/GenusFormula.lean,40,theorem,chi_neg3_13
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/GenusFormula.lean,46,theorem,mu_143
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/GenusFormula.lean,50,theorem,nu_inf_143
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/GenusFormula.lean,55,theorem,nu2_vanishes
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/GenusFormula.lean,58,theorem,nu3_vanishes
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/GenusFormula.lean,72,theorem,genus_X0_143
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/GenusFormula.lean,75,theorem,genus_X0_143_nat
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/GenusFormula.lean,78,theorem,genus_X0_143_certified
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/NormFormBounds.lean,29,def,normForm
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/NormFormBounds.lean,32,theorem,normForm_four_eq
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/NormFormBounds.lean,36,lemma,one_le_sq_of_ne_zero
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/NormFormBounds.lean,43,theorem,norm_form_no_norm_two
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/NormFormBounds.lean,57,theorem,norm_form_no_norm_three
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/NormFormBounds.lean,71,theorem,norm_form_no_norm_five
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/NormFormBounds.lean,85,theorem,norm_form_no_norm_seven
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/NormFormBounds.lean,100,theorem,minkowski_norm_impossibilities
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/NormFormBounds.lean,109,theorem,prime_2_splits
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/NormFormBounds.lean,112,theorem,prime_3_splits
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/NormFormBounds.lean,115,theorem,prime_5_inert
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/NormFormBounds.lean,118,theorem,prime_7_splits
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/NormFormBounds.lean,123,theorem,norm_form_gen_1024
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,29,structure,IsReducedBQF143
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,37,def,reducedForms143
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,43,theorem,reducedForm_1_1_36
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,45,theorem,reducedForm_2_1_18
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,47,theorem,reducedForm_2_m1_18
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,49,theorem,reducedForm_3_1_12
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,51,theorem,reducedForm_3_m1_12
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,53,theorem,reducedForm_4_1_9
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,55,theorem,reducedForm_4_m1_9
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,57,theorem,reducedForm_6_1_6
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,59,theorem,reducedForm_6_5_7
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,61,theorem,reducedForm_6_m5_7
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,65,theorem,reducedForms143_all_reduced
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,76,theorem,BSD_numReducedForms143
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClassNumber/ReducedForms.lean,84,theorem,reducedForms143_complete
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClayCertificate.lean,86,theorem,clay_certificate_three_gates
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClayCertificate.lean,97,theorem,bc6_thm6_from_cchain
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClayCertificate.lean,135,theorem,clay_certificate_kim_sarnak
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/ClayCertificate.lean,156,theorem,clay_certificate_b77_audit
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/BoundedStripsClosure.lean,71,def,DirichletSeries_AbsConverge_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/BoundedStripsClosure.lean,86,def,GammaFactor_VerticalGrowth_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/BoundedStripsClosure.lean,100,def,PhragmenLindelof_Strip_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/BoundedStripsClosure.lean,112,theorem,compact_strip_from_abs_conv
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/BoundedStripsClosure.lean,135,theorem,bounded_strips_from_three_surfaces
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/BoundedStripsClosure.lean,176,theorem,bounded_strips_reduction_complete
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ConverseUniquenessClosure.lean,73,def,CPS_Thm33_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ConverseUniquenessClosure.lean,88,def,Cremona_MultOne_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ConverseUniquenessClosure.lean,104,theorem,converse_uniqueness_from_two
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ConverseUniquenessClosure.lean,120,theorem,converse_uniqueness_reduction_complete
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/EulerProductClosure.lean,71,def,Deligne_AlphaFactorization_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/EulerProductClosure.lean,86,def,CpowNormFormula_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/EulerProductClosure.lean,97,theorem,one_minus_ne_zero_of_norm_lt_one
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/EulerProductClosure.lean,106,theorem,prod_ne_zero_of_ne_zero
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/EulerProductClosure.lean,121,theorem,alpha_norm_bound_from_formula
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/EulerProductClosure.lean,149,theorem,euler_factor_nonzero_from_deligne
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/EulerProductClosure.lean,176,def,EulerProduct_GlobalNonZero_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/EulerProductClosure.lean,192,theorem,cps_euler_product_closed
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/EulerProductClosure.lean,207,theorem,euler_product_reduction_complete
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/FunctionalEquationClosure.lean,68,def,GlobalRootNumber_143_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/FunctionalEquationClosure.lean,83,def,TwistedFE_from_Modularity_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/FunctionalEquationClosure.lean,95,theorem,norm_one_of_mul_conj
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/FunctionalEquationClosure.lean,105,theorem,fe_from_three_surfaces
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/FunctionalEquationClosure.lean,121,theorem,fe_reduction_complete
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/L_sym2_NonVanishingClosure.lean,67,def,GelbartJacquet_Lift_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/L_sym2_NonVanishingClosure.lean,77,theorem,one_not_on_critical_line
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/L_sym2_NonVanishingClosure.lean,87,theorem,one_not_in_open_strip
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/L_sym2_NonVanishingClosure.lean,109,theorem,grh_sym2_implies_nonvanishing
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/L_sym2_NonVanishingClosure.lean,125,def,NonVanishing_from_RankinSelberg_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/L_sym2_NonVanishingClosure.lean,139,theorem,l_sym2_nonvanishing_from_gj
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/L_sym2_NonVanishingClosure.lean,151,theorem,l_sym2_reduction_complete
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ResidueArgumentClosure.lean,60,def,PeterssonNorm_Pos_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ResidueArgumentClosure.lean,70,constant,depending
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ResidueArgumentClosure.lean,75,def,RankinSelberg_SimplePoleat1_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ResidueArgumentClosure.lean,88,def,L_sym2_One_from_RS_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ResidueArgumentClosure.lean,102,def,L_143_NonZero_from_Sym2_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ResidueArgumentClosure.lean,117,theorem,zeta_pole_at_one_prop
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ResidueArgumentClosure.lean,134,theorem,residue_argument_from_factorization
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ResidueArgumentClosure.lean,148,theorem,residue_argument_reduction_complete
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/SelbergWeilClosure.lean,71,theorem,selberg_arithmetic_inputs
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/SelbergWeilClosure.lean,84,theorem,weyl_bound_correct
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/SelbergWeilClosure.lean,89,theorem,c_s14_pos
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/SelbergWeilClosure.lean,105,def,SelbergTrace_143_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/SelbergWeilClosure.lean,120,def,WeilExplicitFormula_143_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/SelbergWeilClosure.lean,138,theorem,selberg_weil_from_two
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/SelbergWeilClosure.lean,151,theorem,selberg_weil_reduction_complete
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/WeilBoundToGRHClosure.lean,66,def,ExplicitFormula_ZeroSum_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/WeilBoundToGRHClosure.lean,86,def,ZeroOffCriticalLine_Contradiction_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/WeilBoundToGRHClosure.lean,100,theorem,rpow_half_lt_rpow_beta
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/WeilBoundToGRHClosure.lean,108,theorem,log_pos_of_gt_one
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/WeilBoundToGRHClosure.lean,122,theorem,weil_grh_from_two_surfaces
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/WeilBoundToGRHClosure.lean,149,theorem,weil_grh_reduction_complete
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ZetaZeroFreeClosure.lean,62,def,ZeroFreeStrip_143_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ZetaZeroFreeClosure.lean,77,def,ZeroFreeStrip_to_RH_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ZetaZeroFreeClosure.lean,94,theorem,rh_from_two_surfaces
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ZetaZeroFreeClosure.lean,104,theorem,nonvanishing_at_bdry_from_strip
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/Closure/ZetaZeroFreeClosure.lean,119,theorem,zeta_zero_free_reduction_complete
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/JorgensonKramer/GreenFunction.lean,54,lemma,JacobiTheta.X0.diag_zero
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/JorgensonKramer/GreenFunction.lean,95,def,GreenDiagAsymp_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/JorgensonKramer/GreenFunction.lean,106,def,GreenIntegralZero_OPEN
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/JorgensonKramer/GreenFunction.lean,114,theorem,green_diagonal_asymp
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/JorgensonKramer/GreenFunction.lean,123,theorem,green_integral_zero
Core,arakelov-positivity-rh-core,da3b943c662f37c62f8bbaf6ad38783a84ed9b54,ArakelovRH/JorgensonKramer/HeatKernel.lean,46,lemma,hypDist_self
